"","year","species","treatment","replicate","abundance"
"2131",1996,"Eurylophella","high",1,0
"2132",1996,"Eurylophella","high",2,0
"2133",1996,"Eurylophella","high",3,0
"2134",1996,"Eurylophella","high",4,0
"2135",1996,"Eurylophella","high",5,0
"2136",1996,"Eurylophella","high",6,0
"2137",1996,"Eurylophella","high",7,1
"2138",1996,"Eurylophella","high",8,0
"2139",1996,"Eurylophella","high",9,2
"2140",1996,"Eurylophella","high",10,0
"2141",1996,"Eurylophella","low",1,0
"2142",1996,"Eurylophella","low",2,0
"2143",1996,"Eurylophella","low",3,0
"2144",1996,"Eurylophella","low",4,0
"2145",1996,"Eurylophella","low",5,0
"2146",1996,"Eurylophella","low",6,0
"2147",1996,"Eurylophella","low",7,0
"2148",1996,"Eurylophella","low",8,0
"2149",1996,"Eurylophella","low",9,0
"2150",1996,"Eurylophella","low",10,0
"2151",1996,"Eurylophella","medium",1,0
"2152",1996,"Eurylophella","medium",2,0
"2153",1996,"Eurylophella","medium",3,0
"2154",1996,"Eurylophella","medium",4,0
"2155",1996,"Eurylophella","medium",5,0
"2156",1996,"Eurylophella","medium",6,0
"2157",1996,"Eurylophella","medium",7,0
"2158",1996,"Eurylophella","medium",8,0
"2159",1996,"Eurylophella","medium",9,0
"2160",1996,"Eurylophella","medium",10,0
"2161",1996,"Glossosoma","control",1,0
"2162",1996,"Glossosoma","control",2,0
"2163",1996,"Glossosoma","control",3,0
"2164",1996,"Glossosoma","control",4,0
"2165",1996,"Glossosoma","control",5,0
"2166",1996,"Glossosoma","control",6,0
"2167",1996,"Glossosoma","control",7,0
"2168",1996,"Glossosoma","control",8,0
"2169",1996,"Glossosoma","control",9,0
"2170",1996,"Glossosoma","control",10,0
"2171",1996,"Glossosoma","high",1,0
"2172",1996,"Glossosoma","high",2,0
"2173",1996,"Glossosoma","high",3,0
"2174",1996,"Glossosoma","high",4,0
"2175",1996,"Glossosoma","high",5,0
"2176",1996,"Glossosoma","high",6,0
"2177",1996,"Glossosoma","high",7,0
"2178",1996,"Glossosoma","high",8,0
"2179",1996,"Glossosoma","high",9,0
"2180",1996,"Glossosoma","high",10,0
"2181",1996,"Glossosoma","low",1,0
"2182",1996,"Glossosoma","low",2,0
"2183",1996,"Glossosoma","low",3,0
"2184",1996,"Glossosoma","low",4,0
"2185",1996,"Glossosoma","low",5,0
"2186",1996,"Glossosoma","low",6,0
"2187",1996,"Glossosoma","low",7,0
"2188",1996,"Glossosoma","low",8,0
"2189",1996,"Glossosoma","low",9,0
"2190",1996,"Glossosoma","low",10,0
"2191",1996,"Glossosoma","medium",1,0
"2192",1996,"Glossosoma","medium",2,0
"2193",1996,"Glossosoma","medium",3,0
"2194",1996,"Glossosoma","medium",4,0
"2195",1996,"Glossosoma","medium",5,0
"2196",1996,"Glossosoma","medium",6,0
"2197",1996,"Glossosoma","medium",7,0
"2198",1996,"Glossosoma","medium",8,0
"2199",1996,"Glossosoma","medium",9,0
"2200",1996,"Glossosoma","medium",10,0
"2201",1996,"Heptagenia","control",1,0
"2202",1996,"Heptagenia","control",2,0
"2203",1996,"Heptagenia","control",3,0
"2204",1996,"Heptagenia","control",4,0
"2205",1996,"Heptagenia","control",5,0
"2206",1996,"Heptagenia","control",6,0
"2207",1996,"Heptagenia","control",7,0
"2208",1996,"Heptagenia","control",8,0
"2209",1996,"Heptagenia","control",9,0
"2210",1996,"Heptagenia","control",10,1
"2211",1996,"Heptagenia","high",1,0
"2212",1996,"Heptagenia","high",2,0
"2213",1996,"Heptagenia","high",3,0
"2214",1996,"Heptagenia","high",4,0
"2215",1996,"Heptagenia","high",5,0
"2216",1996,"Heptagenia","high",6,0
"2217",1996,"Heptagenia","high",7,0
"2218",1996,"Heptagenia","high",8,0
"2219",1996,"Heptagenia","high",9,0
"2220",1996,"Heptagenia","high",10,0
"2221",1996,"Heptagenia","low",1,0
"2222",1996,"Heptagenia","low",2,0
"2223",1996,"Heptagenia","low",3,0
"2224",1996,"Heptagenia","low",4,0
"2225",1996,"Heptagenia","low",5,0
"2226",1996,"Heptagenia","low",6,0
"2227",1996,"Heptagenia","low",7,0
"2228",1996,"Heptagenia","low",8,0
"2229",1996,"Heptagenia","low",9,0
"2230",1996,"Heptagenia","low",10,0
"2231",1996,"Heptagenia","medium",1,0
"2232",1996,"Heptagenia","medium",2,0
"2233",1996,"Heptagenia","medium",3,0
"2234",1996,"Heptagenia","medium",4,0
"2235",1996,"Heptagenia","medium",5,0
"2236",1996,"Heptagenia","medium",6,0
"2237",1996,"Heptagenia","medium",7,0
"2238",1996,"Heptagenia","medium",8,0
"2239",1996,"Heptagenia","medium",9,0
"2240",1996,"Heptagenia","medium",10,0
"2241",1996,"Hesperophylax","control",1,0
"2242",1996,"Hesperophylax","control",2,1
"2243",1996,"Hesperophylax","control",3,0
"2244",1996,"Hesperophylax","control",4,0
"2245",1996,"Hesperophylax","control",5,0
"2246",1996,"Hesperophylax","control",6,0
"2247",1996,"Hesperophylax","control",7,0
"2248",1996,"Hesperophylax","control",8,0
"2249",1996,"Hesperophylax","control",9,0
"2250",1996,"Hesperophylax","control",10,0
"2251",1996,"Hesperophylax","high",1,0
"2252",1996,"Hesperophylax","high",2,0
"2253",1996,"Hesperophylax","high",3,0
"2254",1996,"Hesperophylax","high",4,0
"2255",1996,"Hesperophylax","high",5,0
"2256",1996,"Hesperophylax","high",6,0
"2257",1996,"Hesperophylax","high",7,0
"2258",1996,"Hesperophylax","high",8,0
"2259",1996,"Hesperophylax","high",9,0
"2260",1996,"Hesperophylax","high",10,0
"2261",1996,"Hesperophylax","low",1,0
"2262",1996,"Hesperophylax","low",2,0
"2263",1996,"Hesperophylax","low",3,0
"2264",1996,"Hesperophylax","low",4,0
"2265",1996,"Hesperophylax","low",5,0
"2266",1996,"Hesperophylax","low",6,0
"2267",1996,"Hesperophylax","low",7,0
"2268",1996,"Hesperophylax","low",8,0
"2269",1996,"Hesperophylax","low",9,0
"2270",1996,"Hesperophylax","low",10,0
"2271",1996,"Hesperophylax","medium",1,0
"2272",1996,"Hesperophylax","medium",2,0
"2273",1996,"Hesperophylax","medium",3,2
"2274",1996,"Hesperophylax","medium",4,0
"2275",1996,"Hesperophylax","medium",5,0
"2276",1996,"Hesperophylax","medium",6,0
"2277",1996,"Hesperophylax","medium",7,1
"2278",1996,"Hesperophylax","medium",8,0
"2279",1996,"Hesperophylax","medium",9,0
"2280",1996,"Hesperophylax","medium",10,0
"2281",1996,"Heterocloeon","control",1,0
"2282",1996,"Heterocloeon","control",2,0
"2283",1996,"Heterocloeon","control",3,0
"2284",1996,"Heterocloeon","control",4,0
"2285",1996,"Heterocloeon","control",5,0
"2286",1996,"Heterocloeon","control",6,0
"2287",1996,"Heterocloeon","control",7,0
"2288",1996,"Heterocloeon","control",8,0
"2289",1996,"Heterocloeon","control",9,1
"2290",1996,"Heterocloeon","control",10,0
"2291",1996,"Heterocloeon","high",1,0
"2292",1996,"Heterocloeon","high",2,0
"2293",1996,"Heterocloeon","high",3,1
"2294",1996,"Heterocloeon","high",4,0
"2295",1996,"Heterocloeon","high",5,0
"2296",1996,"Heterocloeon","high",6,0
"2297",1996,"Heterocloeon","high",7,0
"2298",1996,"Heterocloeon","high",8,0
"2299",1996,"Heterocloeon","high",9,0
"2300",1996,"Heterocloeon","high",10,0
"2301",1996,"Heterocloeon","low",1,0
"2302",1996,"Heterocloeon","low",2,0
"2303",1996,"Heterocloeon","low",3,0
"2304",1996,"Heterocloeon","low",4,0
"2305",1996,"Heterocloeon","low",5,0
"2306",1996,"Heterocloeon","low",6,0
"2307",1996,"Heterocloeon","low",7,0
"2308",1996,"Heterocloeon","low",8,0
"2309",1996,"Heterocloeon","low",9,0
"2310",1996,"Heterocloeon","low",10,0
"2311",1996,"Heterocloeon","medium",1,0
"2312",1996,"Heterocloeon","medium",2,0
"2313",1996,"Heterocloeon","medium",3,0
"2314",1996,"Heterocloeon","medium",4,0
"2315",1996,"Heterocloeon","medium",5,0
"2316",1996,"Heterocloeon","medium",6,0
"2317",1996,"Heterocloeon","medium",7,0
"2318",1996,"Heterocloeon","medium",8,0
"2319",1996,"Heterocloeon","medium",9,0
"2320",1996,"Heterocloeon","medium",10,0
"2321",1996,"Hexatoma","control",1,0
"2322",1996,"Hexatoma","control",2,0
"2323",1996,"Hexatoma","control",3,0
"2324",1996,"Hexatoma","control",4,0
"2325",1996,"Hexatoma","control",5,0
"2326",1996,"Hexatoma","control",6,0
"2327",1996,"Hexatoma","control",7,0
"2328",1996,"Hexatoma","control",8,0
"2329",1996,"Hexatoma","control",9,0
"2330",1996,"Hexatoma","control",10,0
"2331",1996,"Hexatoma","high",1,0
"2332",1996,"Hexatoma","high",2,0
"2333",1996,"Hexatoma","high",3,0
"2334",1996,"Hexatoma","high",4,6
"2335",1996,"Hexatoma","high",5,2
"2336",1996,"Hexatoma","high",6,2
"2337",1996,"Hexatoma","high",7,1
"2338",1996,"Hexatoma","high",8,0
"2339",1996,"Hexatoma","high",9,0
"2340",1996,"Hexatoma","high",10,0
"2341",1996,"Hexatoma","low",1,0
"2342",1996,"Hexatoma","low",2,0
"2343",1996,"Hexatoma","low",3,0
"2344",1996,"Hexatoma","low",4,0
"2345",1996,"Hexatoma","low",5,0
"2346",1996,"Hexatoma","low",6,0
"2347",1996,"Hexatoma","low",7,0
"2348",1996,"Hexatoma","low",8,0
"2349",1996,"Hexatoma","low",9,0
"2350",1996,"Hexatoma","low",10,0
"2351",1996,"Hexatoma","medium",1,0
"2352",1996,"Hexatoma","medium",2,0
"2353",1996,"Hexatoma","medium",3,0
"2354",1996,"Hexatoma","medium",4,0
"2355",1996,"Hexatoma","medium",5,0
"2356",1996,"Hexatoma","medium",6,0
"2357",1996,"Hexatoma","medium",7,0
"2358",1996,"Hexatoma","medium",8,0
"2359",1996,"Hexatoma","medium",9,1
"2360",1996,"Hexatoma","medium",10,0
"2361",1996,"Hydropsychidae","control",1,0
"2362",1996,"Hydropsychidae","control",2,0
"2363",1996,"Hydropsychidae","control",3,0
"2364",1996,"Hydropsychidae","control",4,0
"2365",1996,"Hydropsychidae","control",5,0
"2366",1996,"Hydropsychidae","control",6,0
"2367",1996,"Hydropsychidae","control",7,0
"2368",1996,"Hydropsychidae","control",8,0
"2369",1996,"Hydropsychidae","control",9,0
"2370",1996,"Hydropsychidae","control",10,0
"2371",1996,"Hydropsychidae","high",1,0
"2372",1996,"Hydropsychidae","high",2,0
"2373",1996,"Hydropsychidae","high",3,0
"2374",1996,"Hydropsychidae","high",4,0
"2375",1996,"Hydropsychidae","high",5,0
"2376",1996,"Hydropsychidae","high",6,0
"2377",1996,"Hydropsychidae","high",7,1
"2378",1996,"Hydropsychidae","high",8,0
"2379",1996,"Hydropsychidae","high",9,0
"2380",1996,"Hydropsychidae","high",10,0
"2381",1996,"Hydropsychidae","low",1,0
"2382",1996,"Hydropsychidae","low",2,0
"2383",1996,"Hydropsychidae","low",3,0
"2384",1996,"Hydropsychidae","low",4,0
"2385",1996,"Hydropsychidae","low",5,0
"2386",1996,"Hydropsychidae","low",6,0
"2387",1996,"Hydropsychidae","low",7,0
"2388",1996,"Hydropsychidae","low",8,0
"2389",1996,"Hydropsychidae","low",9,0
"2390",1996,"Hydropsychidae","low",10,0
"2391",1996,"Hydropsychidae","medium",1,1
"2392",1996,"Hydropsychidae","medium",2,0
"2393",1996,"Hydropsychidae","medium",3,0
"2394",1996,"Hydropsychidae","medium",4,0
"2395",1996,"Hydropsychidae","medium",5,0
"2396",1996,"Hydropsychidae","medium",6,0
"2397",1996,"Hydropsychidae","medium",7,0
"2398",1996,"Hydropsychidae","medium",8,0
"2399",1996,"Hydropsychidae","medium",9,0
"2400",1996,"Hydropsychidae","medium",10,0
"2401",1996,"Isogenoides","control",1,0
"2402",1996,"Isogenoides","control",2,0
"2403",1996,"Isogenoides","control",3,0
"2404",1996,"Isogenoides","control",4,1
"2405",1996,"Isogenoides","control",5,0
"2406",1996,"Isogenoides","control",6,0
"2407",1996,"Isogenoides","control",7,0
"2408",1996,"Isogenoides","control",8,0
"2409",1996,"Isogenoides","control",9,0
"2410",1996,"Isogenoides","control",10,1
"2411",1996,"Isogenoides","high",1,1
"2412",1996,"Isogenoides","high",2,2
"2413",1996,"Isogenoides","high",3,1
"2414",1996,"Isogenoides","high",4,0
"2415",1996,"Isogenoides","high",5,2
"2416",1996,"Isogenoides","high",6,0
"2417",1996,"Isogenoides","high",7,0
"2418",1996,"Isogenoides","high",8,0
"2419",1996,"Isogenoides","high",9,0
"2420",1996,"Isogenoides","high",10,1
"2421",1996,"Isogenoides","low",1,0
"2422",1996,"Isogenoides","low",2,0
"2423",1996,"Isogenoides","low",3,0
"2424",1996,"Isogenoides","low",4,0
"2425",1996,"Isogenoides","low",5,0
"2426",1996,"Isogenoides","low",6,0
"2427",1996,"Isogenoides","low",7,0
"2428",1996,"Isogenoides","low",8,0
"2429",1996,"Isogenoides","low",9,0
"2430",1996,"Isogenoides","low",10,0
"2431",1996,"Isogenoides","medium",1,2
"2432",1996,"Isogenoides","medium",2,0
"2433",1996,"Isogenoides","medium",3,0
"2434",1996,"Isogenoides","medium",4,0
"2435",1996,"Isogenoides","medium",5,0
"2436",1996,"Isogenoides","medium",6,0
"2437",1996,"Isogenoides","medium",7,0
"2438",1996,"Isogenoides","medium",8,0
"2439",1996,"Isogenoides","medium",9,1
"2440",1996,"Isogenoides","medium",10,1
"2441",1996,"Lepidostoma","control",1,6
"2442",1996,"Lepidostoma","control",2,8
"2443",1996,"Lepidostoma","control",3,4
"2444",1996,"Lepidostoma","control",4,1
"2445",1996,"Lepidostoma","control",5,19
"2446",1996,"Lepidostoma","control",6,0
"2447",1996,"Lepidostoma","control",7,1
"2448",1996,"Lepidostoma","control",8,3
"2449",1996,"Lepidostoma","control",9,0
"2450",1996,"Lepidostoma","control",10,4
"2451",1996,"Lepidostoma","high",1,1
"2452",1996,"Lepidostoma","high",2,0
"2453",1996,"Lepidostoma","high",3,2
"2454",1996,"Lepidostoma","high",4,0
"2455",1996,"Lepidostoma","high",5,1
"2456",1996,"Lepidostoma","high",6,3
"2457",1996,"Lepidostoma","high",7,0
"2458",1996,"Lepidostoma","high",8,2
"2459",1996,"Lepidostoma","high",9,4
"2460",1996,"Lepidostoma","high",10,1
"2461",1996,"Lepidostoma","low",1,0
"2462",1996,"Lepidostoma","low",2,1
"2463",1996,"Lepidostoma","low",3,5
"2464",1996,"Lepidostoma","low",4,0
"2465",1996,"Lepidostoma","low",5,0
"2466",1996,"Lepidostoma","low",6,4
"2467",1996,"Lepidostoma","low",7,4
"2468",1996,"Lepidostoma","low",8,4
"2469",1996,"Lepidostoma","low",9,0
"2470",1996,"Lepidostoma","low",10,1
"2471",1996,"Lepidostoma","medium",1,0
"2472",1996,"Lepidostoma","medium",2,0
"2473",1996,"Lepidostoma","medium",3,0
"2474",1996,"Lepidostoma","medium",4,0
"2475",1996,"Lepidostoma","medium",5,0
"2476",1996,"Lepidostoma","medium",6,1
"2477",1996,"Lepidostoma","medium",7,3
"2478",1996,"Lepidostoma","medium",8,0
"2479",1996,"Lepidostoma","medium",9,0
"2480",1996,"Lepidostoma","medium",10,4
"2481",1996,"Leptoceridae","control",1,0
"2482",1996,"Leptoceridae","control",2,0
"2483",1996,"Leptoceridae","control",3,0
"2484",1996,"Leptoceridae","control",4,0
"2485",1996,"Leptoceridae","control",5,0
"2486",1996,"Leptoceridae","control",6,0
"2487",1996,"Leptoceridae","control",7,0
"2488",1996,"Leptoceridae","control",8,0
"2489",1996,"Leptoceridae","control",9,0
"2490",1996,"Leptoceridae","control",10,0
"2491",1996,"Leptoceridae","high",1,0
"2492",1996,"Leptoceridae","high",2,0
"2493",1996,"Leptoceridae","high",3,0
"2494",1996,"Leptoceridae","high",4,0
"2495",1996,"Leptoceridae","high",5,0
"2496",1996,"Leptoceridae","high",6,0
"2497",1996,"Leptoceridae","high",7,0
"2498",1996,"Leptoceridae","high",8,0
"2499",1996,"Leptoceridae","high",9,0
"2500",1996,"Leptoceridae","high",10,0
"2501",1996,"Leptoceridae","low",1,0
"2502",1996,"Leptoceridae","low",2,0
"2503",1996,"Leptoceridae","low",3,0
"2504",1996,"Leptoceridae","low",4,0
"2505",1996,"Leptoceridae","low",5,0
"2506",1996,"Leptoceridae","low",6,0
"2507",1996,"Leptoceridae","low",7,0
"2508",1996,"Leptoceridae","low",8,0
"2509",1996,"Leptoceridae","low",9,0
"2510",1996,"Leptoceridae","low",10,0
"2511",1996,"Leptoceridae","medium",1,0
"2512",1996,"Leptoceridae","medium",2,0
"2513",1996,"Leptoceridae","medium",3,0
"2514",1996,"Leptoceridae","medium",4,0
"2515",1996,"Leptoceridae","medium",5,0
"2516",1996,"Leptoceridae","medium",6,0
"2517",1996,"Leptoceridae","medium",7,0
"2518",1996,"Leptoceridae","medium",8,0
"2519",1996,"Leptoceridae","medium",9,0
"2520",1996,"Leptoceridae","medium",10,4
"2521",1996,"Leuctra","control",1,24
"2522",1996,"Leuctra","control",2,24
"2523",1996,"Leuctra","control",3,11
"2524",1996,"Leuctra","control",4,6
"2525",1996,"Leuctra","control",5,42
"2526",1996,"Leuctra","control",6,40
"2527",1996,"Leuctra","control",7,15
"2528",1996,"Leuctra","control",8,7
"2529",1996,"Leuctra","control",9,3
"2530",1996,"Leuctra","control",10,44
"2531",1996,"Leuctra","high",1,4
"2532",1996,"Leuctra","high",2,8
"2533",1996,"Leuctra","high",3,10
"2534",1996,"Leuctra","high",4,9
"2535",1996,"Leuctra","high",5,18
"2536",1996,"Leuctra","high",6,20
"2537",1996,"Leuctra","high",7,15
"2538",1996,"Leuctra","high",8,16
"2539",1996,"Leuctra","high",9,27
"2540",1996,"Leuctra","high",10,8
"2541",1996,"Leuctra","low",1,28
"2542",1996,"Leuctra","low",2,3
"2543",1996,"Leuctra","low",3,2
"2544",1996,"Leuctra","low",4,7
"2545",1996,"Leuctra","low",5,6
"2546",1996,"Leuctra","low",6,2
"2547",1996,"Leuctra","low",7,45
"2548",1996,"Leuctra","low",8,5
"2549",1996,"Leuctra","low",9,9
"2550",1996,"Leuctra","low",10,2
"2551",1996,"Leuctra","medium",1,43
"2552",1996,"Leuctra","medium",2,35
"2553",1996,"Leuctra","medium",3,13
"2554",1996,"Leuctra","medium",4,10
"2555",1996,"Leuctra","medium",5,3
"2556",1996,"Leuctra","medium",6,10
"2557",1996,"Leuctra","medium",7,15
"2558",1996,"Leuctra","medium",8,9
"2559",1996,"Leuctra","medium",9,16
"2560",1996,"Leuctra","medium",10,10
"2561",1996,"Limnephilidae","control",1,0
"2562",1996,"Limnephilidae","control",2,0
"2563",1996,"Limnephilidae","control",3,0
"2564",1996,"Limnephilidae","control",4,0
"2565",1996,"Limnephilidae","control",5,0
"2566",1996,"Limnephilidae","control",6,0
"2567",1996,"Limnephilidae","control",7,0
"2568",1996,"Limnephilidae","control",8,0
"2569",1996,"Limnephilidae","control",9,0
"2570",1996,"Limnephilidae","control",10,0
"2571",1996,"Limnephilidae","high",1,0
"2572",1996,"Limnephilidae","high",2,0
"2573",1996,"Limnephilidae","high",3,0
"2574",1996,"Limnephilidae","high",4,0
"2575",1996,"Limnephilidae","high",5,0
"2576",1996,"Limnephilidae","high",6,0
"2577",1996,"Limnephilidae","high",7,0
"2578",1996,"Limnephilidae","high",8,0
"2579",1996,"Limnephilidae","high",9,0
"2580",1996,"Limnephilidae","high",10,0
"2581",1996,"Limnephilidae","low",1,0
"2582",1996,"Limnephilidae","low",2,0
"2583",1996,"Limnephilidae","low",3,0
"2584",1996,"Limnephilidae","low",4,0
"2585",1996,"Limnephilidae","low",5,0
"2586",1996,"Limnephilidae","low",6,0
"2587",1996,"Limnephilidae","low",7,0
"2588",1996,"Limnephilidae","low",8,0
"2589",1996,"Limnephilidae","low",9,0
"2590",1996,"Limnephilidae","low",10,0
"2591",1996,"Limnephilidae","medium",1,0
"2592",1996,"Limnephilidae","medium",2,0
"2593",1996,"Limnephilidae","medium",3,0
"2594",1996,"Limnephilidae","medium",4,0
"2595",1996,"Limnephilidae","medium",5,0
"2596",1996,"Limnephilidae","medium",6,0
"2597",1996,"Limnephilidae","medium",7,0
"2598",1996,"Limnephilidae","medium",8,0
"2599",1996,"Limnephilidae","medium",9,0
"2600",1996,"Limnephilidae","medium",10,0
"2601",1996,"Molophilus","control",1,1
"2602",1996,"Molophilus","control",2,0
"2603",1996,"Molophilus","control",3,0
"2604",1996,"Molophilus","control",4,0
"2605",1996,"Molophilus","control",5,1
"2606",1996,"Molophilus","control",6,1
"2607",1996,"Molophilus","control",7,0
"2608",1996,"Molophilus","control",8,0
"2609",1996,"Molophilus","control",9,1
"2610",1996,"Molophilus","control",10,3
"2611",1996,"Molophilus","high",1,0
"2612",1996,"Molophilus","high",2,0
"2613",1996,"Molophilus","high",3,4
"2614",1996,"Molophilus","high",4,0
"2615",1996,"Molophilus","high",5,0
"2616",1996,"Molophilus","high",6,0
"2617",1996,"Molophilus","high",7,0
"2618",1996,"Molophilus","high",8,0
"2619",1996,"Molophilus","high",9,1
"2620",1996,"Molophilus","high",10,1
"2621",1996,"Molophilus","low",1,9
"2622",1996,"Molophilus","low",2,1
"2623",1996,"Molophilus","low",3,1
"2624",1996,"Molophilus","low",4,0
"2625",1996,"Molophilus","low",5,0
"2626",1996,"Molophilus","low",6,2
"2627",1996,"Molophilus","low",7,3
"2628",1996,"Molophilus","low",8,0
"2629",1996,"Molophilus","low",9,0
"2630",1996,"Molophilus","low",10,0
"2631",1996,"Molophilus","medium",1,0
"2632",1996,"Molophilus","medium",2,1
"2633",1996,"Molophilus","medium",3,1
"2634",1996,"Molophilus","medium",4,1
"2635",1996,"Molophilus","medium",5,0
"2636",1996,"Molophilus","medium",6,0
"2637",1996,"Molophilus","medium",7,0
"2638",1996,"Molophilus","medium",8,0
"2639",1996,"Molophilus","medium",9,5
"2640",1996,"Molophilus","medium",10,0
"2641",1996,"Nemoura","control",1,0
"2642",1996,"Nemoura","control",2,1
"2643",1996,"Nemoura","control",3,0
"2644",1996,"Nemoura","control",4,0
"2645",1996,"Nemoura","control",5,2
"2646",1996,"Nemoura","control",6,0
"2647",1996,"Nemoura","control",7,0
"2648",1996,"Nemoura","control",8,0
"2649",1996,"Nemoura","control",9,0
"2650",1996,"Nemoura","control",10,1
"2651",1996,"Nemoura","high",1,0
"2652",1996,"Nemoura","high",2,0
"2653",1996,"Nemoura","high",3,1
"2654",1996,"Nemoura","high",4,0
"2655",1996,"Nemoura","high",5,1
"2656",1996,"Nemoura","high",6,0
"2657",1996,"Nemoura","high",7,0
"2658",1996,"Nemoura","high",8,0
"2659",1996,"Nemoura","high",9,0
"2660",1996,"Nemoura","high",10,0
"2661",1996,"Nemoura","low",1,15
"2662",1996,"Nemoura","low",2,8
"2663",1996,"Nemoura","low",3,0
"2664",1996,"Nemoura","low",4,0
"2665",1996,"Nemoura","low",5,0
"2666",1996,"Nemoura","low",6,21
"2667",1996,"Nemoura","low",7,11
"2668",1996,"Nemoura","low",8,4
"2669",1996,"Nemoura","low",9,8
"2670",1996,"Nemoura","low",10,6
"2671",1996,"Nemoura","medium",1,0
"2672",1996,"Nemoura","medium",2,0
"2673",1996,"Nemoura","medium",3,0
"2674",1996,"Nemoura","medium",4,0
"2675",1996,"Nemoura","medium",5,1
"2676",1996,"Nemoura","medium",6,3
"2677",1996,"Nemoura","medium",7,1
"2678",1996,"Nemoura","medium",8,0
"2679",1996,"Nemoura","medium",9,7
"2680",1996,"Nemoura","medium",10,2
"2681",1996,"Neophylax","control",1,0
"2682",1996,"Neophylax","control",2,0
"2683",1996,"Neophylax","control",3,1
"2684",1996,"Neophylax","control",4,3
"2685",1996,"Neophylax","control",5,0
"2686",1996,"Neophylax","control",6,0
"2687",1996,"Neophylax","control",7,0
"2688",1996,"Neophylax","control",8,0
"2689",1996,"Neophylax","control",9,2
"2690",1996,"Neophylax","control",10,2
"2691",1996,"Neophylax","high",1,0
"2692",1996,"Neophylax","high",2,0
"2693",1996,"Neophylax","high",3,2
"2694",1996,"Neophylax","high",4,0
"2695",1996,"Neophylax","high",5,0
"2696",1996,"Neophylax","high",6,0
"2697",1996,"Neophylax","high",7,0
"2698",1996,"Neophylax","high",8,1
"2699",1996,"Neophylax","high",9,0
"2700",1996,"Neophylax","high",10,0
"2701",1996,"Neophylax","low",1,0
"2702",1996,"Neophylax","low",2,0
"2703",1996,"Neophylax","low",3,0
"2704",1996,"Neophylax","low",4,0
"2705",1996,"Neophylax","low",5,0
"2706",1996,"Neophylax","low",6,0
"2707",1996,"Neophylax","low",7,0
"2708",1996,"Neophylax","low",8,0
"2709",1996,"Neophylax","low",9,0
"2710",1996,"Neophylax","low",10,0
"2711",1996,"Neophylax","medium",1,1
"2712",1996,"Neophylax","medium",2,1
"2713",1996,"Neophylax","medium",3,15
"2714",1996,"Neophylax","medium",4,1
"2715",1996,"Neophylax","medium",5,1
"2716",1996,"Neophylax","medium",6,3
"2717",1996,"Neophylax","medium",7,4
"2718",1996,"Neophylax","medium",8,0
"2719",1996,"Neophylax","medium",9,0
"2720",1996,"Neophylax","medium",10,7
"2721",1996,"Onocosmoecus","control",1,0
"2722",1996,"Onocosmoecus","control",2,0
"2723",1996,"Onocosmoecus","control",3,0
"2724",1996,"Onocosmoecus","control",4,0
"2725",1996,"Onocosmoecus","control",5,0
"2726",1996,"Onocosmoecus","control",6,0
"2727",1996,"Onocosmoecus","control",7,0
"2728",1996,"Onocosmoecus","control",8,0
"2729",1996,"Onocosmoecus","control",9,0
"2730",1996,"Onocosmoecus","control",10,0
"2731",1996,"Onocosmoecus","high",1,0
"2732",1996,"Onocosmoecus","high",2,0
"2733",1996,"Onocosmoecus","high",3,1
"2734",1996,"Onocosmoecus","high",4,0
"2735",1996,"Onocosmoecus","high",5,0
"2736",1996,"Onocosmoecus","high",6,0
"2737",1996,"Onocosmoecus","high",7,0
"2738",1996,"Onocosmoecus","high",8,1
"2739",1996,"Onocosmoecus","high",9,0
"2740",1996,"Onocosmoecus","high",10,0
"2741",1996,"Onocosmoecus","low",1,0
"2742",1996,"Onocosmoecus","low",2,0
"2743",1996,"Onocosmoecus","low",3,0
"2744",1996,"Onocosmoecus","low",4,0
"2745",1996,"Onocosmoecus","low",5,0
"2746",1996,"Onocosmoecus","low",6,0
"2747",1996,"Onocosmoecus","low",7,0
"2748",1996,"Onocosmoecus","low",8,0
"2749",1996,"Onocosmoecus","low",9,0
"2750",1996,"Onocosmoecus","low",10,0
"2751",1996,"Onocosmoecus","medium",1,0
"2752",1996,"Onocosmoecus","medium",2,0
"2753",1996,"Onocosmoecus","medium",3,0
"2754",1996,"Onocosmoecus","medium",4,0
"2755",1996,"Onocosmoecus","medium",5,1
"2756",1996,"Onocosmoecus","medium",6,0
"2757",1996,"Onocosmoecus","medium",7,0
"2758",1996,"Onocosmoecus","medium",8,0
"2759",1996,"Onocosmoecus","medium",9,0
"2760",1996,"Onocosmoecus","medium",10,1
"2761",1996,"Oreogeton","control",1,2
"2762",1996,"Oreogeton","control",2,1
"2763",1996,"Oreogeton","control",3,0
"2764",1996,"Oreogeton","control",4,0
"2765",1996,"Oreogeton","control",5,5
"2766",1996,"Oreogeton","control",6,3
"2767",1996,"Oreogeton","control",7,1
"2768",1996,"Oreogeton","control",8,4
"2769",1996,"Oreogeton","control",9,0
"2770",1996,"Oreogeton","control",10,2
"2771",1996,"Oreogeton","high",1,0
"2772",1996,"Oreogeton","high",2,2
"2773",1996,"Oreogeton","high",3,7
"2774",1996,"Oreogeton","high",4,2
"2775",1996,"Oreogeton","high",5,0
"2776",1996,"Oreogeton","high",6,0
"2777",1996,"Oreogeton","high",7,1
"2778",1996,"Oreogeton","high",8,0
